ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location,Crime_Year,Month,Day,Hour,Day_of_Week,Day_Name,Month_Name,Is_Weekend,Is_Late_Night,Is_Rush_Hour,Season,Time_of_Day,Crime_Severity,District_Crime_Count,Ward_Crime_Count,Primary_Type_Encoded,Time_of_Day_Encoded,Season_Encoded,Day_Name_Encoded,Latitude_Scaled,Longitude_Scaled,KMeans_Cluster,DBSCAN_Cluster,Hierarchical_Cluster,Final_Geo_Cluster
13536790,JH355814,2024-07-21 13:09:00,042XX W 14TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,0,0,1011,10,24,29,14,1148179.0,1893034.0,2024,05/17/2025 03:40:52 PM,41.862429788,-87.731533699,"(41.862429788, -87.731533699)",2024,7,21,13,6,Sunday,July,1,0,0,Summer,Afternoon,3,20080,17130,5,0,2,3,0.1824916002427705,-1.0737083501652835,0,-1,-1,0
13764068,JJ167893,2025-03-03 12:21:00,048XX W FULTON ST,1822,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS,SIDEWALK,1,0,1532,15,28,25,18,1143903.0,1901492.0,2025,11/02/2025 03:41:09 PM,41.885720773,-87.747018429,"(41.885720773, -87.747018429)",2025,3,3,12,0,Monday,March,0,0,0,Spring,Afternoon,3,16669,22135,17,0,1,1,0.4516969885072338,-1.336126160233383,0,0,-1,0
13717316,JJ111235,2025-01-11 05:55:00,004XX E WACKER DR,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,0,1,114,1,42,32,08B,1179167.0,1902430.0,2025,11/02/2025 03:41:09 PM,41.887560528,-87.6174939,"(41.887560528, -87.6174939)",2025,1,11,5,5,Saturday,January,1,0,0,Winter,Night,3,28831,17860,2,3,3,2,0.4729615232225381,0.8589100625671874,0,-1,-1,0
14067289,JJ536493,2025-12-27 17:13:00,027XX W GREENLEAF AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,1,1,2411,24,50,2,26,1156860.0,1946654.0,2025,01/04/2026 03:41:22 PM,42.009395449,-87.698208509,"(42.009395449, -87.698208509)",2025,12,27,17,5,Saturday,December,1,0,1,Winter,Afternoon,1,16276,5263,22,0,3,2,1.8811723486544285,-0.5089504641766514,0,-1,-1,0
13424300,JH219152,2024-04-09 22:13:00,018XX W LARCHMONT AVE,0920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,STREET,0,0,1922,19,47,5,07,1163279.0,1926249.0,2024,12/21/2024 03:40:46 PM,41.953270293,-87.675167926,"(41.953270293, -87.675167926)",2024,4,9,22,1,Tuesday,April,0,1,0,Spring,Night,3,26728,5200,16,3,1,5,1.2324580751970422,-0.1184845449418625,0,-1,-1,0
13713655,JJ106656,2025-01-07 08:00:00,115XX S PERRY AVE,0497,BATTERY,AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON,APARTMENT,0,1,522,5,9,53,04B,1177651.0,1828278.0,2025,11/02/2025 03:41:09 PM,41.684114564,-87.625303429,"(41.684114564, -87.625303429)",2025,1,7,8,1,Tuesday,January,0,0,1,Winter,Morning,3,19576,14943,2,2,3,5,-1.8785384124586992,0.7265629375063366,1,-1,-1,1
13771514,JJ176790,2025-03-11 03:20:00,059XX S INDIANA AVE,0496,BATTERY,AGGRAVATED DOMESTIC BATTERY - KNIFE / CUTTING INSTRUMENT,APARTMENT,1,1,232,2,20,40,04B,1178616.0,1865645.0,2025,11/02/2025 03:41:09 PM,41.786632384,-87.620638155,"(41.786632384, -87.620638155)",2025,3,11,3,1,Tuesday,March,0,1,0,Spring,Night,3,26221,16470,2,3,1,5,-0.6936014277359019,0.8056247607637623,1,-1,-1,1
13821265,JJ234090,2025-04-28 00:00:00,033XX N HALSTED ST,0460,BATTERY,SIMPLE,SIDEWALK,0,1,1925,19,44,6,08B,1170328.0,1922582.0,2025,11/02/2025 03:41:09 PM,41.943056436,-87.649362967,"(41.943056436, -87.649362967)",2025,4,28,0,0,Monday,April,0,1,0,Spring,Night,3,26728,8300,2,3,1,1,1.114402727200237,0.3188289135219226,0,-1,-1,0
13498410,JH309790,2024-06-17 12:49:00,006XX N CLARK ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,1,0,1832,18,42,8,06,1175423.0,1904617.0,2024,05/17/2025 03:40:52 PM,41.893646656,-87.631177143,"(41.893646656, -87.631177143)",2024,6,17,12,0,Monday,June,0,0,0,Summer,Afternoon,2,26914,17860,29,0,2,1,0.5433071290982434,0.6270218305675975,0,-1,-1,0
13750310,JJ146092,2025-02-08 09:00:00,041XX N HERMITAGE AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,0,1,1912,19,47,6,26,1164058.0,1927461.0,2025,11/02/2025 03:41:09 PM,41.956579625,-87.672269899,"(41.956579625, -87.672269899)",2025,2,8,9,5,Saturday,February,1,0,1,Winter,Morning,1,26728,5200,22,2,3,2,1.2707084972361304,-0.0693720386948371,0,-1,-1,0
13902119,JJ335828,2025-07-15 23:55:00,059XX N CLARK ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESTAURANT,0,0,2012,20,40,77,14,1164594.0,1939407.0,2025,11/02/2025 03:41:09 PM,41.98934853,-87.669959355,"(41.98934853, -87.669959355)",2025,7,15,23,1,Tuesday,July,0,1,0,Summer,Night,3,10690,5839,5,3,2,5,1.6494630150688725,-0.0302155344131857,0,-1,-1,0
13679674,JH527403,2024-12-01 22:45:00,108XX S EDBROOKE AVE,0930,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,STREET,0,0,513,5,9,49,07,1179165.0,1833186.0,2024,11/02/2025 03:41:09 PM,41.697548541,-87.619612312,"(41.697548541, -87.619612312)",2024,12,1,22,6,Sunday,December,1,1,0,Winter,Night,3,19576,14943,16,3,3,3,-1.7232637860647575,0.8230095955998925,1,-1,-1,1
13483197,JH291498,2024-05-20 00:01:00,0000X S CLARK ST,1242,DECEPTIVE PRACTICE,COMPUTER FRAUD,COMMERCIAL / BUSINESS OFFICE,0,0,122,1,34,32,11,1175543.0,1900205.0,2024,05/17/2025 03:40:52 PM,41.881537188,-87.630869076,"(41.881537188, -87.630869076)",2024,5,20,0,0,Monday,May,0,1,0,Spring,Night,2,28831,13927,8,3,1,1,0.4033416431123436,0.632242604032542,0,-1,-1,0
13528911,JH346387,2024-07-13 23:55:00,019XX N KEDVALE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT / GARAGE (NON RESIDENTIAL),0,0,2534,25,26,20,07,1148408.0,1912609.0,2024,05/17/2025 03:40:52 PM,41.916141318,-87.730187974,"(41.916141318, -87.730187974)",2024,7,13,23,5,Saturday,July,1,1,0,Summer,Night,3,24882,7982,16,3,2,2,0.8033083363287272,-1.0509025145160895,0,-1,-1,0
13824629,JJ240895,2025-05-03 08:50:00,092XX S PARNELL AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,0,1,2223,22,9,73,08B,1174254.0,1843666.0,2025,11/02/2025 03:41:09 PM,41.726417434,-87.637283456,"(41.726417434, -87.637283456)",2025,5,3,8,5,Saturday,May,1,0,1,Spring,Morning,3,15725,14943,2,2,1,2,-1.3895869772553413,0.5235388970549296,1,-1,-1,1
13819437,JJ234597,2025-04-28 12:30:00,076XX S CICERO AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,0,0,833,8,18,65,06,1145727.0,1853720.0,2025,11/02/2025 03:41:09 PM,41.754592961,-87.741528537,"(41.754592961, -87.741528537)",2025,4,28,12,0,Monday,April,0,0,0,Spring,Afternoon,2,32658,7858,29,0,1,1,-1.063924336298314,-1.243089637404078,0,-1,-1,0
13978050,JJ428076,2025-09-25 08:30:00,067XX S ST LAWRENCE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,0,0,321,3,6,42,07,1181398.0,1860488.0,2025,11/02/2025 03:41:09 PM,41.772417352,-87.6105969,"(41.772417352, -87.6105969)",2025,9,25,8,3,Thursday,September,0,0,1,Fall,Morning,3,26103,18645,16,2,0,4,-0.8579037622551188,0.9757926711782974,1,-1,-1,1
13357374,JH138962,2024-02-03 16:57:00,003XX N OGDEN AVE,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,OTHER (SPECIFY),1,0,1215,12,27,28,18,1167230.0,1902442.0,2024,12/21/2024 03:40:46 PM,41.887858344,-87.661329596,"(41.887858344, -87.661329596)",2024,2,3,16,5,Saturday,February,1,0,0,Winter,Afternoon,3,31406,23560,17,0,3,2,0.4764037851926223,0.1160319273246864,0,-1,-1,0
13805567,JJ217933,2025-04-14 15:21:00,001XX W 73RD ST,0560,ASSAULT,SIMPLE,RESTAURANT,0,0,731,7,6,69,08A,1176339.0,1856578.0,2025,11/02/2025 03:41:09 PM,41.761803039,-87.629258944,"(41.761803039, -87.629258944)",2025,4,14,15,0,Monday,April,0,0,0,Spring,Afternoon,4,21009,18645,1,0,1,1,-0.980587721406036,0.6595293125098378,1,-1,-1,1
13767687,JJ172201,2025-03-07 05:00:00,039XX W 61ST PL,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE - GARAGE,0,0,823,8,23,65,05,1151226.0,1863532.0,2025,11/02/2025 03:41:09 PM,41.781413117,-87.721120133,"(41.781413117, -87.721120133)",2025,3,7,5,4,Friday,March,0,0,0,Spring,Night,4,32658,5031,3,3,1,0,-0.7539275495891009,-0.8972309311389719,0,-1,-1,0
13637117,JH475755,2024-10-20 15:36:00,059XX S PULASKI RD,1345,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,CTA BUS,0,0,822,8,23,65,14,1150715.0,1865094.0,2024,05/17/2025 03:40:52 PM,41.785709457,-87.722952947,"(41.785709457, -87.722952947)",2024,10,20,15,6,Sunday,October,1,0,0,Fall,Afternoon,3,32658,5031,5,0,0,3,-0.7042689422860217,-0.9282914040139488,0,-1,-1,0
13754278,JJ156089,2025-02-20 17:25:00,020XX N KENNETH AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,1,1,2522,25,26,20,08B,1146392.0,1913160.0,2025,11/02/2025 03:41:09 PM,41.917691983,-87.737580661,"(41.917691983, -87.737580661)",2025,2,20,17,3,Thursday,February,0,0,1,Winter,Afternoon,3,24882,7982,2,0,3,4,0.8212314672479254,-1.1761854695987577,0,0,-1,0
13355891,JH136987,2024-02-01 23:26:00,032XX N ELSTON AVE,0454,BATTERY,"AGGRAVATED P.O. - HANDS, FISTS, FEET, NO / MINOR INJURY",PARK PROPERTY,1,0,1733,17,33,21,08B,1156593.0,1921529.0,2024,12/21/2024 03:40:46 PM,41.940456571,-87.699874463,"(41.940456571, -87.699874463)",2024,2,1,23,3,Thursday,February,0,1,0,Winter,Night,3,15382,5501,2,3,3,4,1.0843525740289457,-0.53718318120531,0,-1,-1,0
13828290,JJ245516,2025-03-09 10:00:00,073XX N WOLCOTT AVE,0460,BATTERY,SIMPLE,APARTMENT,0,0,2424,24,49,1,08B,1162276.0,1948348.0,2025,11/02/2025 03:41:09 PM,42.013931836,-87.678233681,"(42.013931836, -87.678233681)",2025,3,9,10,6,Sunday,March,1,0,0,Spring,Morning,3,16276,8086,2,2,1,3,1.9336055035274948,-0.1704395169241962,0,-1,-1,0
13917588,JJ354432,2025-07-29 23:10:00,001XX S CAMPBELL AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,1,0,1125,11,27,28,15,1159778.0,1899031.0,2025,11/02/2025 03:41:09 PM,41.878655133,-87.688789833,"(41.878655133, -87.688789833)",2025,7,29,23,1,Tuesday,July,0,1,0,Summer,Night,4,26708,23560,30,3,2,5,0.3700298387693925,-0.3493333233120521,0,0,0,0
14070088,JJ539758,2025-12-31 00:32:00,105XX S GREEN ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE - PORCH / HALLWAY,0,1,2233,22,21,73,14,1172515.0,1834914.0,2025,01/08/2026 03:46:48 PM,41.702439078,-87.643910268,"(41.702439078, -87.643910268)",2025,12,31,0,2,Wednesday,December,0,1,0,Winter,Night,3,15725,15160,5,3,3,6,-1.666737241055818,0.4112351311661119,1,-1,-1,1
14005307,JJ460732,2025-10-22 06:15:00,004XX W 63RD ST,0610,BURGLARY,FORCIBLE ENTRY,STREET,0,0,722,7,20,68,05,1174255.0,1863150.0,2025,11/02/2025 03:41:09 PM,41.779883916,-87.636701896,"(41.779883916, -87.636701896)",2025,10,22,6,2,Wednesday,October,0,0,0,Fall,Morning,4,21009,16470,3,2,0,6,-0.7716025920546078,0.533394522669543,1,-1,-1,1
13389477,JH177115,2024-03-05 18:00:00,014XX W 115TH ST,0460,BATTERY,SIMPLE,SIDEWALK,0,0,2234,22,21,75,08B,1168297.0,1828470.0,2024,12/21/2024 03:40:46 PM,41.684847301,-87.659540049,"(41.684847301, -87.659540049)",2024,3,5,18,1,Tuesday,March,0,0,1,Spring,Evening,3,15725,15160,2,1,1,5,-1.870069180754644,0.1463591596854944,1,-1,-1,1
14102871,JK139797,2026-02-05 20:06:00,049XX W DEMING PL,0454,BATTERY,"AGGRAVATED P.O. - HANDS, FISTS, FEET, NO / MINOR INJURY",RESIDENCE,0,0,2521,25,31,19,08B,1143059.0,1916515.0,2026,02/13/2026 03:45:24 PM,41.92696133,-87.749742479,"(41.92696133, -87.749742479)",2026,2,5,20,3,Thursday,February,0,0,0,Winter,Evening,3,24882,6010,2,1,3,4,0.9283698367970346,-1.3822902997126796,0,-1,-1,0
13406418,JH197818,2024-03-19 17:00:00,042XX W CERMAK RD,0810,THEFT,OVER $500,CHURCH / SYNAGOGUE / PLACE OF WORSHIP,0,0,1012,10,24,29,06,1148457.0,1889040.0,2024,12/21/2024 03:40:46 PM,41.851464402,-87.730616106,"(41.851464402, -87.730616106)",2024,3,19,17,1,Tuesday,March,0,0,1,Spring,Afternoon,2,20080,17130,29,0,1,5,0.0557498160030749,-1.0581580147320495,0,0,-1,0
13872102,JJ299497,2025-06-16 09:00:00,073XX S SOUTH SHORE DR,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,0,0,334,3,7,43,11,1195179.0,1857404.0,2025,06/24/2025 03:49:41 PM,41.763625742,-87.560182233,"(41.763625742, -87.560182233)",2025,6,16,9,0,Monday,June,0,0,1,Summer,Morning,2,26103,14294,8,2,2,1,-0.95952027969817,1.830163816781382,1,-1,-1,1
13736586,JJ134423,2025-01-31 19:00:00,104XX S CALHOUN AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,0,0,434,4,10,51,07,1194858.0,1836213.0,2025,11/02/2025 03:41:09 PM,41.705483722,-87.562054763,"(41.705483722, -87.562054763)",2025,1,31,19,4,Friday,January,0,0,1,Winter,Evening,3,26927,10536,16,1,3,0,-1.6315461759228171,1.798430281751265,1,-1,-1,1
13669613,JH515051,2024-11-14 00:00:00,046XX W WASHINGTON BLVD,1206,DECEPTIVE PRACTICE,"THEFT BY LESSEE, MOTOR VEHICLE",SMALL RETAIL STORE,0,0,1113,11,28,25,11,1145352.0,1900094.0,2024,11/02/2025 03:41:09 PM,41.881857207,-87.741732738,"(41.881857207, -87.741732738)",2024,11,14,0,3,Thursday,November,0,1,0,Fall,Night,2,26708,22135,8,3,0,4,0.4070405351577864,-1.2465502065734717,0,0,-1,0
13606832,JH438868,2024-09-21 19:46:00,038XX W AUGUSTA BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,0,1,1112,11,37,23,08B,1150389.0,1906394.0,2024,05/17/2025 03:40:52 PM,41.899048297,-87.723072278,"(41.899048297, -87.723072278)",2024,9,21,19,5,Saturday,September,1,0,1,Fall,Evening,3,26708,13455,2,1,0,2,0.6057411937232373,-0.9303136917577608,0,-1,-1,0
13964823,JJ411694,2025-09-10 00:30:00,041XX N CLARENDON AVE,0810,THEFT,OVER $500,APARTMENT,0,0,1915,19,46,3,06,1170176.0,1927667.0,2025,11/02/2025 03:41:09 PM,41.957013189,-87.649772575,"(41.957013189, -87.649772575)",2025,9,10,0,2,Wednesday,September,0,1,0,Fall,Night,2,26728,8648,29,3,0,6,1.2757197822872748,0.3118873372499482,0,-1,-1,0
13712883,JJ105759,2025-01-06 13:09:00,068XX N RIDGE BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,0,1,2424,24,49,1,08B,1161712.0,1945340.0,2025,11/02/2025 03:41:09 PM,42.005689634,-87.680393375,"(42.005689634, -87.680393375)",2025,1,6,13,0,Monday,January,0,0,0,Winter,Afternoon,3,16276,8086,2,0,3,1,1.8383392367911,-0.2070395848554539,0,-1,-1,0
13725108,JJ120620,2025-01-19 14:43:00,006XX N MICHIGAN AVE,0810,THEFT,OVER $500,SIDEWALK,1,0,1834,18,42,8,06,1177317.0,1904615.0,2025,11/02/2025 03:41:09 PM,41.893598425,-87.624221273,"(41.893598425, -87.624221273)",2025,1,19,14,6,Sunday,January,1,0,0,Winter,Afternoon,2,26914,17860,29,0,3,3,0.5427496582535523,0.7449021018101957,0,-1,-1,0
13430862,JH227181,2024-04-16 09:36:00,040XX W PALMER ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,0,1,2525,25,35,20,08B,1148921.0,1914312.0,2024,12/21/2024 03:40:46 PM,41.920804595,-87.728259079,"(41.920804595, -87.728259079)",2024,4,16,9,1,Tuesday,April,0,0,1,Spring,Morning,3,24882,6804,2,2,1,5,0.8572081304065334,-1.0182137687805823,0,0,-1,0
13736953,JJ134990,2025-02-01 17:30:00,0000X W 87TH ST,1330,CRIMINAL TRESPASS,TO LAND,GROCERY FOOD STORE,0,0,634,6,21,44,26,1176822.0,1847277.0,2025,11/02/2025 03:41:09 PM,41.736269116,-87.627768243,"(41.736269116, -87.627768243)",2025,2,1,17,5,Saturday,February,1,0,1,Winter,Afternoon,3,28615,15160,7,0,3,2,-1.2757177751641082,0.6847920385557521,1,-1,-1,1
13971700,JJ420414,2025-09-16 13:00:00,050XX S EAST END AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,0,0,222,2,5,39,07,1188165.0,1871757.0,2025,11/02/2025 03:41:09 PM,41.803181616,-87.585432024,"(41.803181616, -87.585432024)",2025,9,16,13,1,Tuesday,September,0,0,0,Fall,Afternoon,3,26221,12125,16,0,0,5,-0.5023195894607544,1.402258721962382,1,-1,-1,1
13453282,JH254609,2024-05-07 22:58:00,048XX S CICERO AVE,1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,1,0,814,8,22,56,16,1145172.0,1872210.0,2024,12/21/2024 03:40:46 PM,41.805343087,-87.743097373,"(41.805343087, -87.743097373)",2024,5,7,22,1,Tuesday,May,0,1,0,Spring,Night,1,32658,5773,23,3,1,5,-0.4773365481778018,-1.269676507661238,0,-1,-1,0
13998901,JJ452595,2025-10-15 01:30:00,049XX S LAKE PARK AVE,0810,THEFT,OVER $500,STREET,0,0,222,2,4,39,06,1187186.0,1872524.0,2025,11/02/2025 03:41:09 PM,41.805309638,-87.58899806,"(41.805309638, -87.58899806)",2025,10,15,1,2,Wednesday,October,0,1,0,Fall,Night,2,26221,16349,29,3,0,6,-0.4777231634726063,1.3418255495568632,1,-1,1,1
13767795,JJ172253,2025-03-06 17:20:00,079XX S LANGLEY AVE,0710,THEFT,THEFT FROM MOTOR VEHICLE,STREET,0,0,624,6,6,44,06,1182272.0,1852518.0,2025,11/02/2025 03:41:09 PM,41.750526659,-87.607639568,"(41.750526659, -87.607639568)",2025,3,6,17,3,Thursday,March,0,0,1,Spring,Afternoon,2,28615,18645,29,0,1,4,-1.1109240835700571,1.0259102119482442,1,-1,-1,1
13968211,JJ415173,2025-01-26 02:31:00,038XX W SCHOOL ST,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,0,0,1732,17,30,21,26,1150275.0,1921669.0,2025,11/02/2025 03:41:09 PM,41.940966508,-87.723091759,"(41.940966508, -87.723091759)",2025,1,26,2,6,Sunday,January,1,1,0,Winter,Night,1,15382,5440,22,3,3,3,1.0902466050489497,-0.9306438338627072,0,-1,-1,0
13553202,JH375275,2024-08-04 20:33:00,011XX W GRANVILLE AVE,0560,ASSAULT,SIMPLE,SIDEWALK,0,0,2433,24,48,77,08A,1167566.0,1941332.0,2024,05/17/2025 03:40:52 PM,41.994567081,-87.658972176,"(41.994567081, -87.658972176)",2024,8,4,20,6,Sunday,August,1,0,0,Summer,Evening,4,16276,6775,1,1,2,3,1.709780861142466,0.1559828333985864,0,-1,-1,0
14097643,JK133645,2026-01-31 13:24:00,034XX W DOUGLAS BLVD,2024,NARCOTICS,POSSESS - HEROIN (WHITE),STREET,1,0,1021,10,24,29,18,1153820.0,1893081.0,2026,02/08/2026 03:42:11 PM,41.862448389,-87.710824937,"(41.862448389, -87.710824937)",2026,1,31,13,5,Saturday,January,1,0,0,Winter,Afternoon,3,20080,17130,17,0,3,2,0.1827065971365172,-0.7227595139077585,0,-1,-1,0
13806605,JJ219057,2025-04-15 12:40:00,052XX W CONGRESS PKWY,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,0,1,1522,15,29,25,14,1141590.0,1897182.0,2025,11/02/2025 03:41:09 PM,41.873936641,-87.755618886,"(41.873936641, -87.755618886)",2025,4,15,12,1,Tuesday,April,0,0,0,Spring,Afternoon,3,16669,10289,5,0,1,5,0.3154918503209359,-1.4818770445901184,0,0,-1,0
13698149,JH550164,2024-12-20 18:07:00,073XX S HONORE ST,0560,ASSAULT,SIMPLE,RESIDENCE,0,1,735,7,17,67,08A,1165291.0,1855977.0,2024,11/02/2025 03:41:09 PM,41.76039482,-87.669768081,"(41.76039482, -87.669768081)",2024,12,20,18,4,Friday,December,0,0,1,Winter,Evening,4,21009,15759,1,1,3,0,-0.9968644114067322,-0.0269740375189178,1,-1,-1,1
13406565,JH197947,2024-03-22 08:15:00,064XX N SHERIDAN RD,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,0,0,2432,24,49,1,06,1167108.0,1942847.0,2024,12/21/2024 03:40:46 PM,41.998734156,-87.660613118,"(41.998734156, -87.660613118)",2024,3,22,8,4,Friday,March,0,0,1,Spring,Morning,2,16276,8086,29,2,1,0,1.757945378156301,0.1281739916501405,0,-1,-1,0
13783946,JJ191886,2025-03-23 07:45:00,012XX S WASHTENAW AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,0,1,1023,10,28,29,08B,1158570.0,1893997.0,2025,11/02/2025 03:41:09 PM,41.864866151,-87.693363182,"(41.864866151, -87.693363182)",2025,3,23,7,6,Sunday,March,1,0,1,Spring,Morning,3,20080,22135,2,2,1,3,0.2106519398492053,-0.4268373049285671,0,-1,-1,0
13984633,JJ435895,2025-09-26 15:30:00,051XX S LAKE PARK AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,0,1,234,2,4,41,14,1187536.0,1871363.0,2025,11/02/2025 03:41:09 PM,41.802115448,-87.58775136,"(41.802115448, -87.58775136)",2025,9,26,15,4,Friday,September,0,0,0,Fall,Afternoon,3,26221,16349,5,0,0,0,-0.5146427338187732,1.362953220740724,1,-1,-1,1
13807166,JJ219786,2025-04-15 23:10:00,067XX S CLAREMONT AVE,0560,ASSAULT,SIMPLE,RESIDENCE - YARD (FRONT / BACK),0,1,832,8,16,66,08A,1161893.0,1859960.0,2025,11/02/2025 03:41:09 PM,41.771395994,-87.682111385,"(41.771395994, -87.682111385)",2025,4,15,23,1,Tuesday,April,0,1,0,Spring,Night,4,32658,15361,1,3,1,5,-0.8697089768884113,-0.236154488497714,1,0,-1,1
14030051,JJ490866,2025-11-15 21:48:00,026XX S CALUMET AVE,2027,NARCOTICS,POSSESS - CRACK,STREET,0,0,133,1,4,35,18,1178928.0,1886923.0,2025,11/23/2025 03:42:58 PM,41.84501388,-87.618845527,"(41.84501388, -87.618845527)",2025,11,15,21,5,Saturday,November,1,0,0,Fall,Evening,3,28831,16349,17,1,0,2,-0.0188075837598271,0.8360042064514925,1,-1,1,1
13550640,JH372456,2024-08-02 17:46:00,063XX S WOODLAWN AVE,0820,THEFT,$500 AND UNDER,APARTMENT,0,0,314,3,20,42,06,1185308.0,1863150.0,2024,05/17/2025 03:40:52 PM,41.779631054,-87.596180489,"(41.779631054, -87.596180489)",2024,8,2,17,4,Friday,August,0,0,1,Summer,Afternoon,2,26103,16470,29,0,2,0,-0.7745252598974779,1.2201058108754133,1,-1,-1,1
13969569,JJ417639,2025-09-16 10:00:00,045XX S EVANS AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,0,0,221,2,4,38,14,1181913.0,1875048.0,2025,11/02/2025 03:41:09 PM,41.812359379,-87.608258929,"(41.812359379, -87.608258929)",2025,9,16,10,1,Tuesday,September,0,0,0,Fall,Morning,3,26221,16349,5,2,0,5,-0.3962397799630857,1.0154139774473503,1,-1,-1,1
13764030,JJ167809,2025-03-03 11:25:00,010XX W LAWRENCE AVE,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,STREET,1,0,1914,19,46,3,04B,1168286.0,1932044.0,2025,11/02/2025 03:41:09 PM,41.969064986,-87.65659364,"(41.969064986, -87.65659364)",2025,3,3,11,0,Monday,March,0,0,0,Spring,Morning,3,26728,8648,2,2,1,1,1.4150186865916048,0.1962915897211456,0,-1,-1,0
13719301,JJ113536,2025-01-13 11:10:00,019XX W IRVING PARK RD,0560,ASSAULT,SIMPLE,ALLEY,0,0,1922,19,47,5,08A,1162749.0,1926576.0,2025,11/02/2025 03:41:09 PM,41.95417875,-87.67710704,"(41.95417875, -87.67710704)",2025,1,13,11,0,Monday,January,0,0,0,Winter,Morning,4,26728,5200,1,2,3,1,1.242958340402871,-0.1513464708102029,0,-1,-1,0
13912867,JJ348490,2025-07-25 10:15:00,081XX S MARYLAND AVE,0313,ROBBERY,ARMED - OTHER DANGEROUS WEAPON,SIDEWALK,0,0,631,6,8,44,03,1183316.0,1851309.0,2025,11/02/2025 03:41:09 PM,41.747184808,-87.603851467,"(41.747184808, -87.603851467)",2025,7,25,10,4,Friday,July,0,0,0,Summer,Morning,4,28615,14762,26,2,2,0,-1.1495503716371946,1.0901066925285572,1,0,-1,1
13423336,JH218066,2024-04-09 07:51:00,017XX W FULLERTON AVE,0810,THEFT,OVER $500,PARKING LOT / GARAGE (NON RESIDENTIAL),0,0,1931,19,32,7,06,1164222.0,1915991.0,2024,12/21/2024 03:40:46 PM,41.92510186,-87.671992307,"(41.92510186, -87.671992307)",2024,4,9,7,1,Tuesday,April,0,0,1,Spring,Morning,2,26728,7452,29,2,1,5,0.9068774291845654,-0.0646677212974198,0,0,-1,0
13567353,JH392211,2024-08-17 13:00:00,050XX W CONGRESS PKWY,0810,THEFT,OVER $500,STREET,0,0,1533,15,29,25,06,1142717.0,1897209.0,2024,05/17/2025 03:40:52 PM,41.873989843,-87.751480348,"(41.873989843, -87.751480348)",2024,8,17,13,5,Saturday,August,1,0,0,Summer,Afternoon,2,16669,10289,29,0,2,2,0.3161067777302115,-1.4117417513792072,0,-1,-1,0
14048011,JJ512734,2025-12-06 00:07:00,032XX S HARDING AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,0,1,1031,10,22,30,08B,1150556.0,1882885.0,2025,12/14/2025 03:41:44 PM,41.83453361,-87.723072721,"(41.83453361, -87.723072721)",2025,12,6,0,5,Saturday,December,1,1,0,Winter,Night,3,20080,5773,2,3,3,2,-0.1399422268187903,-0.9303211992239784,0,-1,0,0
